2021-10-30 12:38:39.516303;[ABRE PALLET];{'key': '00000000001000024215', 'type': 'S', 'number': '1000024509', 'id': 'ZMM_ROBOT', 'message': 'Se creó el pallet 1000024509', 'numero_pallet': '1000024509', 'tipo': 'OK', 'status': '  Pallet 00000000001000024215 abierto correctamente', 'fecha_hora': '30/10/2021 12:38:36', 'etapa': 'Abre Pallet'} 
2021-10-30 12:40:24.414622;[SOLICITA TOKEN];https://192.168.202.26:44300/sap/opu/odata/sap//ZGW_ROBOT_SRV/?$format=json 
2021-10-30 12:40:25.755436;[SOLICITA TOKEN];{"d":{"EntitySets":["I1_ATRIBUTOS_CAJASet","MENSAJESSet","I2_REGISTRO_PESOSet","I1_DETALLE_CAJASet","I3_APERTURA_PALLETSet","I4_ASIGNACION_PALLETSet","I5_CIERRE_PALLETSet","I1_LECTURA_LOTESet"]}} 
2021-10-30 12:40:25.756371;[SOLICITA TOKEN];{'status': 1, 'token': 'gUusYU2FPczlN-94iUVauw==', 'coockie': 'sap-usercontext=sap-client=120; SAP_SESSIONID_DEV_120=Wc7U-PKgP1JILZHMxK8s5rODzJ05lxHsm9YADTqZeS8%3d'} 
2021-10-30 12:40:25.757470;[ABRE PALLET];https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet 
2021-10-30 12:40:27.187209;[ABRE PALLET];{"d":{"__metadata":{"id":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet('1000024215')","uri":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet('1000024215')","type":"ZGW_ROBOT_SRV.I3_APERTURA_PALLET"},"Caja":"1000024215","ePallet":"1000024510","I3AperturaPallet_To_MensajeNav":{"results":[{"__metadata":{"id":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/MENSAJESSet('00000000001000024215')","uri":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/MENSAJESSet('00000000001000024215')","type":"ZGW_ROBOT_SRV.MENSAJES"},"Key":"00000000001000024215","Type":"S","Id":"ZMM_ROBOT","Number":"009","Message":"Se creó el pallet 1000024510","MessageV1":"1000024510","MessageV2":"","MessageV3":"","MessageV4":""}]}}} 
2021-10-30 12:40:27.188506;[ABRE PALLET];{'key': '00000000001000024215', 'type': 'S', 'number': '1000024510', 'id': 'ZMM_ROBOT', 'message': 'Se creó el pallet 1000024510', 'numero_pallet': '1000024510', 'tipo': 'OK', 'status': '  Pallet 1000024510 abierto correctamente', 'fecha_hora': '30/10/2021 12:40:24', 'etapa': 'Abre Pallet'} 
2021-10-30 12:40:55.591672;[SOLICITA TOKEN];https://192.168.202.26:44300/sap/opu/odata/sap//ZGW_ROBOT_SRV/?$format=json 
2021-10-30 12:40:56.856830;[SOLICITA TOKEN];{"d":{"EntitySets":["I1_ATRIBUTOS_CAJASet","MENSAJESSet","I2_REGISTRO_PESOSet","I1_DETALLE_CAJASet","I3_APERTURA_PALLETSet","I4_ASIGNACION_PALLETSet","I5_CIERRE_PALLETSet","I1_LECTURA_LOTESet"]}} 
2021-10-30 12:40:56.857614;[SOLICITA TOKEN];{'status': 1, 'token': 'G3uiDxRYnPB60cRFm1HfTA==', 'coockie': 'sap-usercontext=sap-client=120; SAP_SESSIONID_DEV_120=ZeyMNwg4TCjtqejrDSRGgcYN8is5lxHsm9kADTqZeS8%3d'} 
2021-10-30 12:40:56.858302;[ABRE PALLET];https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet 
2021-10-30 12:40:58.140452;[ABRE PALLET];{"d":{"__metadata":{"id":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet('1000024215')","uri":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet('1000024215')","type":"ZGW_ROBOT_SRV.I3_APERTURA_PALLET"},"Caja":"1000024215","ePallet":"1000024511","I3AperturaPallet_To_MensajeNav":{"results":[{"__metadata":{"id":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/MENSAJESSet('00000000001000024215')","uri":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/MENSAJESSet('00000000001000024215')","type":"ZGW_ROBOT_SRV.MENSAJES"},"Key":"00000000001000024215","Type":"S","Id":"ZMM_ROBOT","Number":"009","Message":"Se creó el pallet 1000024511","MessageV1":"1000024511","MessageV2":"","MessageV3":"","MessageV4":""}]}}} 
2021-10-30 12:40:58.141302;[ABRE PALLET];{'key': '00000000001000024215', 'type': 'S', 'number': '1000024511', 'id': 'ZMM_ROBOT', 'message': 'Se creó el pallet 1000024511', 'numero_pallet': '1000024511', 'tipo': 'OK', 'status': '  Nuevo Pallet creado Nro: 1000024511  correctamente', 'fecha_hora': '30/10/2021 12:40:55', 'etapa': 'Abre Pallet'} 
